2.000000000000000000e+00 7.429999999999999938e-01
3.000000000000000000e+00 2.009999999999999787e+00
4.000000000000000000e+00 4.284999999999999920e-01
6.000000000000000000e+00 7.748000000000000442e-01
7.000000000000000000e+00 2.483000000000000096e+00
9.000000000000000000e+00 6.324999999999999512e-01
1.400000000000000000e+01 7.288000000000000034e-01
1.700000000000000000e+01 2.449999999999999956e-01
2.000000000000000000e+01 3.300000000000000155e-01
2.100000000000000000e+01 8.336000000000000076e-01
2.300000000000000000e+01 1.467000000000000082e+00
2.400000000000000000e+01 6.223999999999999533e-01
2.500000000000000000e+01 8.292000000000000481e-01
2.600000000000000000e+01 7.360999999999999766e-01
2.700000000000000000e+01 7.775999999999999579e-01
2.800000000000000000e+01 1.473000000000000087e+00
2.900000000000000000e+01 1.149999999999999911e+00
3.000000000000000000e+01 4.566000000000000059e-01
3.100000000000000000e+01 6.938999999999999613e-01
3.200000000000000000e+01 2.141000000000000125e-01
3.300000000000000000e+01 1.106000000000000094e+00
3.400000000000000000e+01 5.612000000000000322e-01
3.500000000000000000e+01 4.167000000000000148e-01
3.700000000000000000e+01 4.789999999999999813e-01
3.900000000000000000e+01 7.560999999999999943e-01
4.100000000000000000e+01 1.358000000000000096e+00
4.400000000000000000e+01 4.360999999999999877e-01
4.700000000000000000e+01 1.280999999999999917e+00
4.800000000000000000e+01 1.082999999999999963e+00
5.000000000000000000e+01 5.151000000000000023e-01
5.100000000000000000e+01 1.014000000000000012e+00
5.200000000000000000e+01 2.396999999999999964e-01
5.500000000000000000e+01 2.396000000000000074e-01
5.700000000000000000e+01 6.482999999999999874e-01
5.800000000000000000e+01 9.640999999999999570e-01
6.000000000000000000e+01 1.211000000000000076e+00
6.100000000000000000e+01 8.087999999999999634e-01
6.700000000000000000e+01 3.513999999999999901e-01
7.000000000000000000e+01 2.921000000000000263e-01
7.100000000000000000e+01 4.768000000000000016e-01
7.200000000000000000e+01 2.565999999999999948e-01
7.400000000000000000e+01 8.043000000000000149e-01
7.500000000000000000e+01 2.210999999999999854e+00
7.600000000000000000e+01 1.211000000000000076e+00
7.800000000000000000e+01 7.327000000000000179e-01
8.000000000000000000e+01 7.429999999999999938e-01
8.100000000000000000e+01 1.256999999999999895e+00
8.300000000000000000e+01 1.187999999999999945e+00
8.400000000000000000e+01 3.037000000000000255e-01
8.500000000000000000e+01 1.552999999999999936e+00
8.600000000000000000e+01 1.399999999999999911e+00
8.800000000000000000e+01 6.885000000000000009e-01
8.900000000000000000e+01 5.325999999999999623e-01
9.000000000000000000e+01 1.004000000000000004e+00
9.100000000000000000e+01 7.685999999999999499e-01
9.400000000000000000e+01 1.149999999999999911e+00
9.500000000000000000e+01 7.371999999999999664e-01
9.700000000000000000e+01 1.030999999999999917e+00
9.800000000000000000e+01 1.578000000000000069e+00
9.900000000000000000e+01 5.207000000000000517e-01
