-8.377115294333333395e+01 -8.375487970666667081e+01
-8.365694645333333312e+01 -8.363577158166667402e+01
-8.374151970333333850e+01 -8.372210514166665973e+01
-8.427916312000000687e+01 -8.425682725666666784e+01
-8.356849818833333643e+01 -8.355005759000000864e+01
-8.393534352000000354e+01 -8.391767798166667092e+01
-8.399937816499999599e+01 -8.397927709833332699e+01
-8.391858171666666522e+01 -8.390175421333333361e+01
-8.359823833666666815e+01 -8.357810930333333488e+01
-8.359776521833333618e+01 -8.357936159000000487e+01
