-1.299187077156666646e+03 -1.299205677413333206e+03
-1.299087147641666661e+03 -1.299087439728333266e+03
-1.299145189764999941e+03 -1.299157775086666561e+03
-1.300503853315000015e+03 -1.300510928176666539e+03
-1.298759977598333307e+03 -1.298773509591666652e+03
-1.299695846613333288e+03 -1.299704030333333321e+03
-1.299844955961666756e+03 -1.299851998133333382e+03
-1.299580200213333455e+03 -1.299599481954999874e+03
-1.298851992506666647e+03 -1.298864613805000090e+03
-1.298932532553333431e+03 -1.298934915513333408e+03
